1083266694 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267509 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267559 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267596 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267601 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267605 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267609 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267612 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267615 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267619 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267623 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267627 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267630 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267633 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267637 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267640 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267644 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267647 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083268374 18 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083268498 18 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083268605 18 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083268975 19 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083269822 20 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083274798 20 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083278035 20 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083310768 21 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083343074 21 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083431042 22 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083433930 22 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083434269 22 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083440977 23 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083441909 24 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083441954 25 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083447523 25 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083447680 25 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083447840 25 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083451021 26 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083451508 27 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083452005 27 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083453077 28 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083453366 28 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083457683 28 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
