1083266694 16150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267509 16150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267559 16150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267596 16150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267601 16150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267605 16150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267609 16150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267612 16150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267615 16150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267619 16150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267623 16150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267627 16150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267630 16150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267633 16150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267637 16150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267640 16150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267644 16150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083267647 16150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083268374 16150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083268498 16150 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083268605 16150 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083268975 16152 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083269822 16158 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083274798 16158 114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083278035 16158 3922 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083310768 16162 3922 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083343074 16162 3935 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083431042 16171 3935 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
